,Dutch (nl),Positive,Negative
12293,sumo,0,0
12294,vergaarbak,0,0
12295,weelderig,0,0
12296,zon,1,0
12297,zonnestraal,0,0
12298,zonnewijzer,0,0
12299,zonsondergang,0,0
12300,divers,0,0
12301,zonnebril,0,0
12302,zonnebril,0,0
12303,gezonken,0,1
12304,zonloze,0,0
12305,zonlicht,0,0
12306,zonnig,1,0
12307,zonsopkomst,0,0
12308,zonsondergang,1,0
12309,zonneschijn,1,0
12310,pensioen,0,0
12311,prachtig,1,0
12312,oppervlakkig,0,1
12313,overbodig,0,1
12314,bovenmenselijk,1,0
12315,bovenop,0,0
12316,opzichter,0,0
12317,beter,1,0
12318,superioriteit,1,0
12319,voortreffelijk,0,0
12320,superman,1,0
12321,supermarkt,0,0
12322,bovendrijvende,0,0
12323,bovennatuurlijk,0,0
12324,superpositie,0,0
12325,vervangen,0,0
12326,superster,1,0
12327,bijgeloof,1,1
12328,bijgelovig,0,1
12329,toezicht houden,0,0
12330,toezicht,0,0
12331,leidinggevende,0,0
12332,avondmaal,0,0
12333,verdringen,0,0
12334,soepel,0,0
12335,supplement,0,0
12336,aanvullend,0,0
12337,aanvullend,0,0
12338,smeekbede,1,0
12339,benodigdheden,1,0
12340,levering,1,0
12341,ondersteunde,1,0
12342,supporter,1,0
12343,aanhang,0,0
12344,ondersteunen,1,0
12345,veronderstellen,0,0
12346,aangenomen,0,0
12347,veronderstelling,0,0
12348,onderdrukken,0,1
12349,onderdrukking,0,1
12350,suprematie,1,1
12351,opperst,1,0
12352,uiterst,1,0
12353,toeslag,0,1
12354,borgtocht,1,0
12355,surfen,0,0
12356,oppervlakte,0,0
12357,golf,0,0
12358,chirurg,0,0
12359,chirurgie,0,0
12360,nors,0,1
12361,vermoeden,1,0
12362,achternaam,0,0
12363,overtreffen,1,0
12364,overschot,0,0
12365,verrassing,1,0
12366,verwonderd,0,0
12367,verrassend,0,0
12368,verrassend genoeg,0,0
12369,overgave,0,1
12370,overgave,0,1
12371,surrogaat,0,0
12372,omringen,1,1
12373,nabijgelegen,0,0
12374,omgeving,0,0
12375,toezicht,0,0
12376,enquête,0,0
12377,landmeetkundige,1,0
12378,landmeter,0,0
12379,overleving,0,0
12380,overleven,1,0
12381,overlevende,0,0
12382,vatbaarheid,0,0
12383,vatbaar,0,1
12384,verdachte,0,1
12385,vermoedelijke,0,0
12386,opschorten,0,0
12387,geschorst,0,0
12388,bretels,0,0
12389,onzekerheid,0,0
12390,suspensie,0,1
12391,achterdocht,0,1
12392,verdenkingen,0,0
12393,verdacht,0,1
12394,volgehouden,0,0
12395,levensonderhoud,0,0
12396,hechten,0,0
12397,zwabber,0,1
12398,swag,0,0
12399,branie,0,0
12400,slikken,0,0
12401,moeras,0,1
12402,overspoeld,0,0
12403,moerassig,0,1
12404,zwaan-,0,0
12405,ruil,0,0
12406,zwerm,0,0
12407,zwermen,0,0
12408,swastika,0,1
12409,zwaaien,0,0
12410,zweer,1,0
12411,bezwering,0,0
12412,zweet,0,0
12413,trui,0,0
12414,zweten,0,0
12415,vegen,0,0
12416,vegen,0,0
12417,zoet,1,0
12418,veraangenamen,0,0
12419,gezoet,0,0
12420,zoetstof,0,0
12421,geliefde,1,0
12422,geliefde,1,0
12423,zoetheid,1,0
12424,snoepgoed,1,0
12425,zwellen,0,0
12426,zwelling,0,1
12427,broeiend,0,0
12428,zwenken,0,0
12429,snel,1,0
12430,snel,0,0
12431,slok,0,1
12432,zwemmen,1,0
12433,zwemmen,0,0
12434,zwijn,0,1
12435,schommel,0,0
12436,swinging,0,0
12437,zwiepen,0,0
12438,schakelaar,0,0
12439,draaien,0,0
12440,gezwollen,0,1
12441,zwijm,0,0
12442,neerschieten,0,0
12443,zwaard,0,0
12444,lettergreep,0,0
12445,syllabus,0,0
12446,symbool,0,0
12447,symbolisch,1,0
12448,symbolisch,0,0
12449,symboliek,0,0
12450,symboliseren,0,0
12451,symmetrisch,0,0
12452,symmetrisch,1,0
12453,symmetrie,1,0
12454,sympathiek,1,0
12455,meevoelen,0,0
12456,sympathie,1,0
12457,symfonie,1,0
12458,symptoom,0,1
12459,symptomatisch,0,0
12460,synagoge,0,0
12461,synchroniseren,1,0
12462,synchrone,0,0
12463,syncope,0,1
12464,syndicaat,0,0
12465,synergetische,1,0
12466,synergie,0,0
12467,synode,1,0
12468,synoniem,0,0
12469,synoniem,1,1
12470,korte inhoud,0,0
12471,synoptisch,0,0
12472,syntaxis,0,0
12473,synthese,0,0
12474,synthetisch,0,0
12475,injectiespuit,0,0
12476,siroop,0,0
12477,systeem,0,0
12478,systematisch,0,0
12479,systematisch,0,0
12480,gestreept,0,0
12481,tabernakel,0,0
12482,tafel,0,0
12483,NO TRANSLATION,0,0
12484,eetlepel,0,0
12485,tablet,0,0
12486,tafelgerei,0,0
12487,taboe,0,1
12488,tabellarisch,0,0
12489,rangschikken in tabellen,0,0
12490,tabel,0,0
12491,snelheidsmeter,0,0
12492,stilzwijgend,0,0
12493,kleverigheid,0,0
12494,aanpakken,0,0
12495,aanpakken,0,0
12496,smakeloos,0,0
12497,tact,1,0
12498,tactiek,0,0
12499,tactiel,0,0
12500,taf,0,0
12501,taffy,0,0
12502,label,0,0
12503,staart,0,0
12504,tailed,0,0
12505,afval,0,0
12506,kleermaker,0,0
12507,kleermakerswerk,0,0
12508,smet,0,1
12509,nemer,0,0
12510,verhaal,1,0
12511,talent,1,0
12512,getalenteerd,0,0
12513,talisman,1,0
12514,praten,1,0
12515,spraakzaam,0,0
12516,prater,0,0
12517,lang,0,0
12518,overeenstemt,0,0
12519,talg,0,0
12520,overeenstemmen,0,0
12521,NO TRANSLATION,0,1
12522,tamboerijn,0,0
12523,temmen,0,0
12524,bruinen,0,0
12525,tandem-,0,0
12526,geurtje,0,0
12527,raaklijn,0,0
12528,wirwar,0,0
12529,verwarde,0,1
12530,tank,0,0
12531,gelooide,1,0
12532,verleidelijke,1,1
12533,gelijkwaardig,0,0
12534,kraan,0,0
12535,band,0,0
12536,taps,0,0
12537,spits toelopend,0,0
12538,tapijtwerk,0,0
12539,teer,0,0
12540,traagheid,0,1
12541,traag,0,1
12542,doelwit,0,0
12543,tarief,0,1
12544,aanslag,0,1
12545,teerachtig,0,1
12546,scherp,0,0
12547,Schotse ruit,0,0
12548,wijnsteen,0,0
12549,taak,1,0
12550,kwast,0,0
12551,smaak,0,0
12552,smaakvol,1,0
12553,smaakloos,0,1
12554,proeverij,0,0
12555,lekker,1,0
12556,tat,0,0
12557,tatoeëren,0,0
12558,onderwezen,0,0
12559,beschimpen,0,1
12560,strak,0,0
12561,taverne,0,0
12562,geelbruin,0,0
12563,belasting,0,1
12564,NO TRANSLATION,0,0
12565,taxonomie,0,0
12566,thee,0,0
12567,onderwijzen,1,0
12568,leraar,1,0
12569,onderwijs,0,0
12570,team,0,0
12571,betraand,0,0
12572,plagen,0,1
12573,teaser,0,0
12574,plagen,0,1
12575,NO TRANSLATION,0,0
12576,technisch,0,0
12577,technisch karakter,0,0
12578,technicus,0,0
12579,technologie,1,0
12580,ted,0,0
12581,vervelend,0,1
12582,NO TRANSLATION,0,1
12583,wemelend,0,0
12584,tieners,1,1
12585,tanden,0,0
12586,teflon,0,0
12587,telegram,0,0
12588,telegraaf,0,0
12589,telefoon,0,0
12590,telescoop,0,0
12591,telescopisch,0,0
12592,televisie,0,0
12593,teller,0,0
12594,vertellen,0,0
12595,verklikker,0,0
12596,temperen,0,0
12597,tempera,0,0
12598,temperament,0,0
12599,matigheid,1,0
12600,gematigd,0,0
12601,temperatuur-,0,0
12602,gehumeurd,1,0
12603,storm,0,1
12604,tempel,0,0
12605,tijdelijk,0,0
12606,tijdelijk,0,0
12607,tijdelijk,0,0
12608,verleid,0,0
12609,verleiding,0,1
12610,aanlokkelijk,0,0
12611,tien,0,0
12612,houdbaar,1,0
12613,vasthoudend,1,0
12614,vasthoudendheid,1,0
12615,pacht,1,0
12616,huurder,1,0
12617,neiging,0,0
12618,inschrijving,1,0
12619,tederheid,1,0
12620,neigt,0,0
12621,pees,0,0
12622,woning,0,1
12623,leerstelling,0,0
12624,leerstellingen,0,0
12625,tienvoudig,0,0
12626,tennis,0,0
12627,gespannen,0,0
12628,treksterkte,0,0
12629,spanning,0,0
12630,tent,0,0
12631,voelhoorn,0,0
12632,voorlopig,0,0
12633,tiende,0,0
12634,tienden,0,0
12635,vaag,0,0
12636,ambtsperiode,0,0
12637,lauw,0,0
12638,termijn,0,0
12639,terminal,0,1
12640,beëindigen,0,0
12641,beëindiging,0,1
12642,eindpunt,0,0
12643,termiet,0,1
12644,termen,0,0
12645,stern,0,0
12646,drietal,0,0
12647,terras,0,0
12648,aards,0,0
12649,verschrikkelijk,0,1
12650,vreselijk,0,0
12651,terriër,0,0
12652,verschrikkelijk,0,0
12653,territoriaal,0,0
12654,gebied,0,0
12655,terreur,0,1
12656,terrorisme,0,1
12657,terrorist,0,1
12658,terroriseren,0,1
12659,kort,0,0
12660,tertiair,0,0
12661,test,0,0
12662,testament,0,0
12663,getuigen,0,0
12664,getuigenis,0,0
12665,getuigenis,0,0
12666,tetanus,0,1
12667,ketting,0,1
12668,tethered,0,0
12669,tetraedrische,0,0
12670,tekst,0,0
12671,leerboek,0,0
12672,textiel,0,0
12673,textuur,0,0
12674,structuur,0,0
12675,dankbaar,1,0
12676,dankzegging,1,0
12677,rieten dak,0,0
12678,ontdooien,0,0
12679,theater,0,0
12680,theater-,0,0
12681,diefstal,0,1
12682,theïsme,0,1
12683,theïstische,0,0
12684,thema,0,0
12685,theocratie,0,0
12686,theocratisch,0,1
12687,theoloog,0,0
12688,theologisch,0,0
12689,theologie,0,0
12690,stelling,0,0
12691,theoretisch,1,0
12692,theorie,0,0
12693,therapeutische,1,0
12694,therapie,1,0
12695,daaromtrent,0,0
12696,daarvan,0,0
12697,daarmee,0,0
12698,warmte-,0,0
12699,thermoelement,0,0
12700,thermodynamica,0,0
12701,thermometer,0,0
12702,thermostaat,0,0
12703,synoniemenlijst,0,0
12704,scriptie,0,0
12705,dik,0,0
12706,verdikken,0,0
12707,verdikking,0,0
12708,struikgewas,0,0
12709,dikte,0,0
12710,dief,0,1
12711,vingerhoed,0,0
12712,dun,0,0
12713,ding,0,0
12714,dingen,0,0
12715,NO TRANSLATION,1,0
12716,het denken,0,0
12717,tweederde,0,0
12718,dorst,0,0
12719,dorstig,0,1
12720,dertien,0,0
12721,dertiende,0,0
12722,distel,0,0
12723,daarheen,0,0
12724,riem,0,0
12725,doorn,0,1
12726,netelig,0,1
12727,volbloed,1,0
12728,doorgang,0,0
12729,gedachte,0,0
12730,nadenkend,1,0
12731,bedachtzaamheid,1,0
12732,gedachteloos,0,1
12733,gedachten,0,0
12734,duizend,0,0
12735,slaan,0,1
12736,draad,0,0
12737,bedreiging,0,1
12738,dreigen,0,1
12739,dreigend,0,1
12740,drievoudig,0,0
12741,dorsen,0,1
12742,drempel,0,0
12743,driemaal,0,0
12744,spaarzaamheid,1,0
12745,zuinig,0,0
12746,sensatie,1,0
12747,opwindend,1,0
12748,bloeiende,1,0
12749,keel,0,0
12750,kloppen,0,1
12751,kloppende,0,0
12752,troon,1,0
12753,gedrang,0,0
12754,smoorklep,0,1
12755,Gooi,0,0
12756,lijster,0,0
12757,stoot,0,0
12758,plof,0,0
12759,gangster,0,1
12760,duim,0,0
12761,stomp,0,1
12762,kolossaal,0,0
12763,donder,0,0
12764,bliksemflits,0,0
12765,donderende,0,1
12766,onweersbui,0,0
12767,dwarsbomen,0,1
12768,tijm,0,0
12769,tiara,0,0
12770,Kruis aan,0,0
12771,ticker,0,0
12772,ticket,0,0
12773,kietelen,1,0
12774,netelig,0,0
12775,getij-,0,0
12776,lekkernij,0,0
12777,tij,0,0
12778,tijding,0,0
12779,binden,0,0
12780,rij,0,0
12781,tiff,0,1
12782,tijger,0,0
12783,aandraaien,0,0
12784,gevoel van beklemming,0,0
12785,panty,0,0
12786,tilde,0,0
12787,tegel,0,0
12788,tegels,1,0
12789,NO TRANSLATION,0,0
12790,landbouw,0,0
12791,landbouwer,0,0
12792,kantelen,0,0
12793,kanteling,0,0
12794,hout,0,0
12795,timberland,0,0
12796,timbre,0,0
12797,tijd,0,0
12798,tijdigheid,0,0
12799,tijdig,1,0
12800,uurwerk,0,0
12801,timide,0,1
12802,schroom,0,1
12803,NO TRANSLATION,0,0
12804,tinctuur,0,0
12805,NO TRANSLATION,0,0
12806,tint,0,0
12807,tintelen,0,0
12808,tintelingen,0,0
12809,ketellapper,0,0
12810,knutselen,0,0
12811,tinnitus,0,0
12812,klatergoud,1,0
12813,tint,0,0
12814,klein,0,0
12815,tip,0,0
12816,aangeschoten,0,1
12817,tirade,0,1
12818,band,0,0
12819,moe,0,1
12820,vermoeidheid,0,1
12821,vermoeiend,0,1
12822,zakdoek,0,0
12823,mees,0,1
12824,reusachtig,0,0
12825,tiende deel,0,0
12826,titel,1,0
12827,getiteld,0,0
12828,titty,0,0
12829,NO TRANSLATION,0,0
12830,pad,0,1
12831,geroosterd brood,1,0
12832,tabak-,0,1
12833,Toby,0,0
12834,tod,0,0
12835,vandaag,0,0
12836,teen,0,0
12837,NO TRANSLATION,0,0
12838,zwoegen,0,0
12839,toilet,0,1
12840,strikken,0,1
12841,blijk,0,0
12842,tolerantie,0,0
12843,verdraagzaam,1,0
12844,tolereren,0,1
12845,tolerantie,1,0
12846,tol,0,0
12847,tomahawk,0,0
12848,graf,0,0
12849,kater,0,0
12850,naar mij,0,0
12851,morgen,0,0
12852,NO TRANSLATION,0,0
12853,toon,0,0
12854,NO TRANSLATION,0,0
12855,tang,0,0
12856,tong,0,0
12857,tonic,0,0
12858,tonnage,0,0
12859,amandelen,0,0
12860,tooling,0,0
12861,tand,0,0
12862,kiespijn,0,1
12863,getand,0,0
12864,tandeloos,0,0
12865,top,1,0
12866,topaas,0,0
12867,onderwerp,0,0
12868,actueel,0,0
12869,topografisch,0,0
12870,topografische,0,0
12871,topografie,0,0
12872,omvallen,0,0
12873,tor,0,0
12874,toorts,0,0
12875,kwelling,0,1
12876,gescheurd,0,1
12877,tornado,0,0
12878,torpedo-,0,1
12879,stortvloed,0,0
12880,verzengend,0,1
12881,draaiing,0,0
12882,torso,0,0
12883,onrechtmatige daad,0,1
12884,onrechtmatig,0,1
12885,schildpad,0,0
12886,bochtig,0,0
12887,martelen,0,1
12888,toss,0,0
12889,totaal,0,0
12890,totaal,0,0
12891,helemaal,0,0
12892,totalisator,0,0
12893,totem,0,0
12894,aanraken,0,0
12895,aangeraakt,0,1
12896,aandoenlijk,0,0
12897,gevoelig,0,1
12898,taai,0,1
12899,taaiheid,1,0
12900,tour,0,0
12901,toerist,0,0
12902,toermalijn,0,0
12903,toernooi,0,0
12904,tourniquet,0,0
12905,NO TRANSLATION,0,0
12906,slepen,0,0
12907,handdoek,0,0
12908,toren,1,0
12909,torenhoge,1,0
12910,stad-,0,0
12911,herenhuis,0,0
12912,giftig,0,1
12913,toxicologie,0,0
12914,toxine,0,1
12915,speelgoed-,0,0
12916,spoor,0,0
12917,NO TRANSLATION,0,0
12918,luchtpijp,0,0
12919,tracing,0,0
12920,spoor,0,0
12921,streek,0,0
12922,handelbaar,0,0
12923,tractie,0,0
12924,tractor,0,0
12925,handel,0,0
12926,handelaar,0,0
12927,winkelier,0,0
12928,handel,0,0
12929,traditie,0,0
12930,traditioneel,1,0
12931,verkeer,0,0
12932,tragedie,0,1
12933,tragisch,0,1
12934,spoor,0,0
12935,trein,0,0
12936,getraind,0,0
12937,trainer,0,0
12938,opleiding,0,0
12939,trek,0,0
12940,verrader,0,1
12941,traject,0,0
12942,tram-,0,0
12943,landloper,0,1
12944,tram,0,0
12945,trance,0,1
12946,rustig,1,0
12947,kalmte,1,0
12948,verhandelen,0,0
12949,transactie,0,0
12950,transatlantisch,0,0
12951,transcendentie,1,0
12952,transcendente,0,0
12953,transcendentaal,1,0
12954,overschrijven,0,0
12955,transcriber,0,0
12956,vertaling,0,0
12957,transcriptie,0,0
12958,overdracht,0,0
12959,overdragen,0,0
12960,overgebracht,0,0
12961,genageld,0,0
12962,transformeren,0,0
12963,transformatie,0,0
12964,transfusie,0,0
12965,overtreding,0,1
12966,vergankelijk,0,0
12967,doorvoer,0,0
12968,overgang,0,0
12969,overgangs,0,0
12970,transitief,0,0
12971,voorbijgaand,0,0
12972,vertalen,0,0
12973,vertaling,0,0
12974,verplaatsing,0,0
12975,doorzichtig,0,0
12976,transmissie,0,0
12977,overdragen,0,0
12978,transmutatie,0,0
12979,dwarsbalk,0,0
12980,transparantie,0,0
12981,transparant,0,0
12982,transplantatie,0,0
12983,transplantatie,0,0
12984,vervoer-,0,0
12985,vervoer,0,0
12986,transponeren,0,0
12987,omzetting,0,0
12988,dwars,0,0
12989,val,0,0
12990,trapping,0,0
12991,tooi,0,1
12992,traps,0,1
12993,uitschot,0,1
12994,prullerig,0,1
12995,traumatisch,0,1
12996,NO TRANSLATION,0,1
12997,reizen,0,0
12998,reiziger,0,0
12999,op reis,1,0
13000,traverse,0,0
13001,travestie,0,1
13002,sleepnet,0,0
13003,trawler,0,0
13004,dienblad,0,0
13005,verraderlijk,0,1
13006,verraad,0,1
13007,betreden,0,0
13008,tredmolen,0,0
13009,verraad,0,1
13010,schat,1,0
13011,penningmeester,0,0
13012,schatkist,0,0
13013,traktatie,1,1
13014,verhandeling,0,0
13015,behandeling,0,0
13016,verdrag,0,0
13017,drievoudig,0,0
13018,boom,1,0
13019,tocht,0,0
13020,latwerk,0,0
13021,beven,0,0
13022,bevend,0,1
13023,enorme,0,0
13024,enorm,1,0
13025,tremor,0,1
13026,loopgraaf,0,0
13027,neiging,1,0
13028,trending,0,0
13029,modieus,1,0
13030,schroom,0,1
13031,overtreding,0,1
13032,triade,0,0
13033,driehoek,0,0
13034,driehoekig,0,0
13035,stam,0,0
13036,beproeving,0,1
13037,tribunaal,0,1
13038,tribune,0,0
13039,zijrivier,1,0
13040,schatting,1,0
13041,truc,0,1
13042,bedriegerij,0,1
13043,straaltje,0,0
13044,tricky,0,0
13045,driewieler,0,0
13046,drietand,0,0
13047,kleinigheid,0,1
13048,remschoen,1,0
13049,in gang zetten,0,0
13050,trigonometrie,0,0
13051,biljoen,0,0
13052,trimmen,0,0
13053,trimmer,0,0
13054,garneersel,0,0
13055,Trine,0,0
13056,drieëenheid,0,0
13057,trio,0,0
13058,reis,0,0
13059,driedelig,0,0
13060,verdrievoudigen,0,0
13061,drieling,0,0
13062,verdrievoudigen,0,0
13063,statief,0,0
13064,struikelen,0,1
13065,afgezaagd,0,0
13066,tritium,0,0
13067,triomf,1,0
13068,triomfantelijk,1,0
13069,trol,0,1
13070,trolley,0,0
13071,trombone,0,0
13072,troep,0,0
13073,cavalerist,0,0
13074,troepen,0,0
13075,trofee,1,0
13076,tropisch,0,0
13077,draf,0,0
13078,lastig,0,1
13079,trog,0,0
13080,troep,0,0
13081,broek,0,0
13082,forel,0,0
13083,troffel,0,0
13084,wapenstilstand,1,0
13085,vrachtauto,0,0
13086,True,1,0
13087,gemeenplaats,0,0
13088,troef,0,0
13089,trompet,0,1
13090,trompetter,0,0
13091,afknotten,0,0
13092,afgeknot,0,0
13093,voortrollen,0,0
13094,romp,0,0
13095,bundel,0,0
13096,vertrouwen,0,0
13097,curator,0,0
13098,betrouwbaar,1,0
13099,waarheid,1,0
13100,waarheidlievend,0,0
13101,waarachtigheid,1,0
13102,probeer,0,0
13103,kuip,0,0
13104,buis,0,0
13105,buisvormig,0,0
13106,buisje,0,0
13107,plooi,0,0
13108,vermoeien,0,0
13109,in bosjes,0,0
13110,sleepboot,0,0
13111,onderwijs,0,0
13112,tulp,0,0
13113,tuimelen,0,1
13114,NO TRANSLATION,0,0
13115,tumor,0,1
13116,tumor,0,1
13117,tumult,0,1
13118,onstuimig,0,1
13119,NO TRANSLATION,0,0
13120,tonijn,0,0
13121,afstembare,0,0
13122,afstemmen,0,0
13123,tuniek,0,0
13124,stemming,0,0
13125,tunnel,0,0
13126,tulband,0,0
13127,troebelheid,0,0
13128,turbine,0,0
13129,onstuimigheid,0,1
13130,wild,0,1
13131,gras,0,0
13132,kurkuma,0,0
13133,beroering,0,1
13134,beurt,0,0
13135,draaien,0,0
13136,turnkey,0,0
13137,autobaan,0,0
13138,draaischijf,0,0
13139,turkoois,0,0
13140,torentje,0,0
13141,coltrui,0,0
13142,worsteling,0,0
13143,voogdij,1,0
13144,leermeester,1,0
13145,tweak,0,0
13146,twaalfde,0,0
13147,twaalf,0,0
13148,twintigste,0,0
13149,twintig,0,0
13150,takje,0,0
13151,schemering,0,0
13152,keper,0,0
13153,tweeling,1,0
13154,vlechten,0,0
13155,twinkelen,1,0
13156,Tweelingen,0,0
13157,twist,0,0
13158,gedraaid,0,0
13159,zenuwtrekking,0,1
13160,tweeledig,0,0
13161,magnaat,0,0
13162,type,0,0
13163,schrijfmachine,0,0
13164,tyfoon,0,1
13165,typisch,0,0
13166,typist,0,0
13167,typografie,0,0
13168,tiranniek,0,1
13169,tirannie,0,1
13170,tiran,0,1
13171,band,0,0
13172,alomtegenwoordig,0,0
13173,alomtegenwoordigheid,0,0
13174,lelijkheid,0,1
13175,lelijk,0,1
13176,zweer,0,1
13177,verborgen,0,1
13178,ultiem,0,0
13179,tenslotte,1,0
13180,ultimatum,0,1
13181,NO TRANSLATION,0,0
13182,ultraviolet,0,0
13183,navel-,0,0
13184,slagschaduw,0,0
13185,paraplu,0,0
13186,scheidsrechter,1,0
13187,onbeschaamd,0,0
13188,onverminderd,0,0
13189,niet in staat,0,1
13190,niet aanvaardbaar,0,1
13191,zonder begeleiding,0,0
13192,onverklaarbaar,0,1
13193,niet erkend,0,0
13194,onvervalst,0,0
13195,zonder hulp,0,0
13196,ongewijzigd,0,0
13197,ondubbelzinnig,0,0
13198,eenstemmigheid,1,0
13199,unaniem,1,0
13200,eenstemmig,0,0
13201,onverwachte,0,0
13202,goedgekeurde,0,1
13203,ongewapend,0,0
13204,zonder hulp,0,0
13205,bescheiden,1,0
13206,niet verbonden,0,1
13207,onbereikbaar,0,1
13208,onbeheerd,0,0
13209,onaantrekkelijk,0,1
13210,onbevoegd,0,1
13211,onvermijdelijk,0,1
13212,onbewust,0,1
13213,onevenwichtig,0,0
13214,ondraaglijk,0,1
13215,ongeslagen,1,1
13216,ongeloof,0,1
13217,ongelooflijk,0,1
13218,onpartijdige,1,0
13219,ongeboren,0,1
13220,ongebonden,0,0
13221,onbegrensd,0,0
13222,onbreekbaar,1,0
13223,tomeloos,1,1
13224,ongebroken,1,0
13225,geheimzinnig,0,1
13226,onverschillig,0,1
13227,onzeker,0,1
13228,onzekerheid,0,0
13229,onbetwiste,0,0
13230,onveranderlijk,0,1
13231,onveranderd,0,0
13232,niet opgeëist,0,0
13233,oom,0,0
13234,onrein,0,1
13235,ongemakkelijk,0,1
13236,ongewoon,0,0
13237,ongemeen,0,0
13238,onbuigzaam,0,0
13239,onbekommerd,0,0
13240,niet bevestigd,0,0
13241,niet verbonden,0,0
13242,onredelijk,0,1
13243,bewusteloos,0,1
13244,bewusteloosheid,0,0
13245,ongrondwettig,0,1
13246,ongedwongen,1,0
13247,onbetwist,0,0
13248,niet te beheersen,0,1
13249,ongecontroleerde,0,1
13250,onconventionele,0,0
13251,niet overtuigd,0,0
13252,ongekookt,0,0
13253,uncorrelated,0,0
13254,ontdekken,0,0
13255,kritiekloze,0,0
13256,ongesneden,0,0
13257,onbeslist,0,1
13258,onbepaald,0,0
13259,ontegenzeggelijk,0,0
13260,geheim,0,0
13261,onderstroom,0,0
13262,onderschatten,0,0
13263,ondergaan,0,0
13264,undergraduate,0,0
13265,ondergronds,0,0
13266,ten grondslag liggen aan,0,0
13267,onderstrepen,1,0
13268,ondermijnd,0,1
13269,onder,0,0
13270,slecht betaald,0,1
13271,onderbroek,0,0
13272,laag streepje,0,0
13273,ondermaatse,0,1
13274,begrip,1,0
13275,begrijpelijk,0,0
13276,NO TRANSLATION,0,0
13277,begrafenisondernemer,0,0
13278,onderneming,0,0
13279,kreupelhout,0,0
13280,assureren,1,0
13281,assuradeur,0,0
13282,onverdiend,0,0
13283,ongewenst,0,1
13284,ongewenste,0,1
13285,onontwikkeld,0,0
13286,ongerichte,0,0
13287,undisclosed,0,0
13288,onontdekt,0,0
13289,onbetwist,0,0
13290,ongestoord,0,0
13291,onverdeeld,1,0
13292,ongedaan maken,0,1
13293,ondergang,0,0
13294,ongetwijfeld,0,0
13295,uitkleden,0,0
13296,uitgekleed,0,0
13297,overdreven,0,0
13298,overgankelijk,1,0
13299,onverdiend,0,0
13300,opgraven,0,0
13301,onbehaaglijkheid,0,1
13302,ongemakkelijk,0,1
13303,onopgevoed,0,1
13304,werkloos,0,1
13305,onbezwaard,0,0
13306,eindeloos,0,0
13307,ongelijk,0,1
13308,ongeëvenaard,0,0
13309,ondubbelzinnig,0,0
13310,ondubbelzinnig,1,0
13311,ongelijk,0,1
13312,rustig,0,0
13313,niet verwacht,1,1
13314,onverwacht,0,0
13315,onverklaard,0,1
13316,onontgonnen,0,0
13317,onfeilbaar,0,0
13318,oneerlijk,0,1
13319,oneerlijkheid,0,1
13320,ontrouw,0,1
13321,onbekend,0,0
13322,ongunstig,0,1
13323,onbelemmerde,0,0
13324,onafgewerkt,0,1
13325,onwankelbaar,0,0
13326,ontvouwen,1,0
13327,onvoorzien,0,0
13328,onverzoenlijk,0,1
13329,ongelukkige,0,1
13330,onvriendelijk,0,1
13331,niet vervuld,0,1
13332,gestoffeerd,0,1
13333,goddeloos,0,1
13334,ondankbaar,0,1
13335,onbewaakt,0,0
13336,ongelukkigheid,0,1
13337,ongelukkig,0,1
13338,ongedeerd,0,0
13339,ongezond,0,1
13340,ongehinderd,0,0
13341,onheilig,0,1
13342,eenhoorn,0,0
13343,unificatie,1,0
13344,uniform,0,0
13345,uniformiteit,0,0
13346,gelijkmatig,1,0
13347,ondenkbaar,1,1
13348,onbelangrijk,0,1
13349,niet onder de indruk,0,1
13350,onverbeterd,0,1
13351,ongeïnfecteerde,1,0
13352,onwetend,0,1
13353,onbewoond,0,0
13354,oningewijd,0,1
13355,onbezield,0,1
13356,onbegrijpelijk,0,1
13357,ongewild,0,0
13358,onopzettelijk,0,0
13359,onopzettelijk,0,1
13360,niet geïnteresseerd,0,1
13361,oninteressant,0,1
13362,ononderbroken,0,0
13363,ongevraagd,0,0
13364,unie,0,0
13365,uniek,1,0
13366,harmonie,1,0
13367,eenheid,0,0
13368,unitaire,1,0
13369,verenigen,0,0
13370,verenigd,1,0
13371,eenheid,1,0
13372,universeel,0,0
13373,algemeenheid,0,0
13374,universum,0,0
13375,Universiteit,1,0
13376,onrechtvaardig,0,1
13377,niet te rechtvaardigen,0,1
13378,ongerechtvaardigd,0,1
13379,onaardig,0,1
13380,onkenbaar,0,0
13381,onbekend,0,1
13382,onwettig,0,1
13383,ontketenen,0,0
13384,zonder vergunning,0,1
13385,anders,0,0
13386,onbeperkt,1,0
13387,lossen,0,0
13388,gelost,0,0
13389,ontsluiten,0,0
13390,ongelukkig,0,1
13391,onhandelbaar,0,1
13392,ongemerkt,0,0
13393,ongehuwd,0,0
13394,ontmaskeren,0,0
13395,ongeëvenaard,0,0
13396,onmiskenbaar,0,0
13397,absoluut,0,0
13398,onbewogen,0,0
13399,naamloos,0,0
13400,onnatuurlijk,0,1
13401,onnodig,0,0
13402,onnodige,0,0
13403,onopgemerkt,0,0
13404,talloos,0,0
13405,onopgemerkt,0,0
13406,onbelemmerd,0,0
13407,niet opdringerig,0,0
13408,onbezet,0,0
13409,officieus,0,1
13410,gesloten,0,0
13411,zonder tegenstand,0,0
13412,ongeordende,0,0
13413,ongeorganiseerde,0,0
13414,onorthodoxe,0,0
